winery,mean_winery
Château Roc Montalon,15.0
Château Roc Taillade,23.0
Château Roc de Boissac,27.0
Château Roc de Levraut,16.0
Château Roc de Minvielle,14.428571428571429
Château Roc de Ségur,14.0
Château Rochebelle,52.0
Château Rocher Bellevue,17.0
Château Rocher Calon,25.0
Château Rocher-Bonregard,49.0
Château Rodin,25.0
Château Roland-La-Garde,19.5
Château Rollan de By,35.0
Château Roque le Mayne,25.0
Château Roquefeuille,20.5
Château Roquefort,19.727272727272727
Château Roques Mauriac,17.666666666666668
Château Roquetaillade la Grange,27.5
Château Roquevieille,23.0
Château Roubine,22.77777777777778
Château Roullet,52.666666666666664
Château Rousset-Caillau,21.666666666666668
Château Roustaing,15.8
Château Roustan,15.0
Château Routas,20.666666666666668
Château Rouzerol,15.0
Château Roylland,44.0
Château Réal Martin,22.75
Château Réal d'Or,17.5
Château Réaut,27.333333333333332
Château Saincrit,27.5
Château Saint Ahon,27.0
Château Saint Baillon,10.0
Château Saint Baulery,26.0
Château Saint Esteve d'Uchaux,26.0
Château Saint Martin de la Garrigue,19.5
Château Saint Seurin,18.0
Château Saint Urbain,18.0
Château Saint-André Corbin,26.333333333333332
Château Saint-Corbian,33.5
Château Saint-Didier-Parnac,25.153846153846153
Château Saint-Florian,12.5
Château Saint-Florin,14.0
Château Saint-Germain,19.0
Château Saint-Maur,29.545454545454547
Château Saint-Michel,22.666666666666668
Château Saint-Nabor,16.5
Château Saint-Nicolas,30.0
Château Saint-Pierre,20.714285714285715
Château Saint-Sernin,24.75
Château Saint-Sulpice,19.0
Château Saint-Urbain,14.5
Château Saint-Urban,17.0
Château Sainte Barbe,18.4
Château Sainte Marguerite,28.0
Château Sainte Marie,18.333333333333332
Château Sainte Roseline,22.307692307692307
Château Sainte-Barbe,19.333333333333332
Château Sainte-Béatrice,15.5
Château Sainte-Luce Bellevue,17.0
Château Sainte-Marguerite,30.0
Château Sainte-Marie,18.0
Château Saintongey,17.0
Château Salettes,43.0
Château Sansey,16.0
Château Saransot-Dupré,23.8
Château Seguin,15.5
Château Semonlon,19.0
Château Sergant,30.5
Château Siaurac,24.7
Château Signac,18.0
Château Simard,22.0
Château Simon,44.666666666666664
Château Siran,31.4
Château Smith Haut Lafitte,41.5
Château Soudars,37.0
Château Soussac,27.0
Château Soutard,41.0
Château Souverain,37.125
Château Suau,22.636363636363637
Château Suduiraut,43.666666666666664
Château Ségonzac,17.0
Château Séguin,17.0
Château Ségur de Cabanac,76.66666666666667
Château Sémeillan Mazeau,20.0
Château Sénilhac,44.0
Château Sénéjac,26.5
Château Sérilhan,35.0
Château Talbot,81.0
Château Tanesse,22.333333333333332
Château Tanunda,49.5
Château Tassin,17.0
Château Taussin,11.166666666666666
Château Tayet,24.8
Château Terrasson,17.0
Château Terre Blanque,15.666666666666666
Château Terres Douces,16.0
Château Tertre de Belvès,24.333333333333332
Château Tertre de Viaud,28.5
Château Tessendey,24.0
Château Teyssier,34.285714285714285
Château Thieuley,19.444444444444443
Château Thuerry,21.444444444444443
Château Thuron,58.333333333333336
Château Thénac,25.666666666666668
Château Timberlay,17.3
Château Tire Pé,13.0
Château Torpez,14.0
Château Toudenac,15.5
Château Toumilon,29.0
Château Tour Baladoz,72.0
Château Tour Bayard,25.0
Château Tour Canon,29.0
Château Tour Chapoux,15.0
Château Tour Grand Faurie,36.166666666666664
Château Tour Grand Mayne,23.0
Château Tour Haut-Caussan,27.0
Château Tour Prignac,22.333333333333332
Château Tour Rozier,35.0
Château Tour Saint Germain,17.0
Château Tour Saint Vincent,18.0
Château Tour Saint-Germain,20.0
Château Tour Saint-Joseph,27.666666666666668
Château Tour Saint-Vincent,28.0
Château Tour Seran,40.0
Château Tour d'Auron,23.0
Château Tour d'Horable,19.0
Château Tour de Bessan,30.0
Château Tour de Bigorre,15.0
Château Tour de Bonnet,20.0
Château Tour de Cazelle,15.0
Château Tour de Gilet,21.0
Château Tour de Guiet,26.75
Château Tour de Lagarde,46.0
Château Tour de Mirambeau,22.6
Château Tour de Pez,26.0
Château Tour des Gendres,29.102564102564102
Château Tour des Termes,24.333333333333332
Château Tour du Moulin,39.0
Château Tour le Pin,15.0
Château Tourans,56.0
Château Tournefeuille,31.0
Château Tournelles,20.5
Château Tourril,32.0
Château Tourteran,30.0
Château Toutigeac,15.333333333333334
Château Trians,22.0
Château Trimoulet,40.333333333333336
Château Trocard,19.5
Château Trocard Monrepos,26.0
Château Trois Moulins,25.0
Château Trolliet Lafite,27.0
Château Tronquoy-Lalande,55.0
Château Troplong Mondot,80.0
Château Trottevieille,45.0
Château Troupian,16.0
Château Truquet,20.333333333333332
Château Tuilerie Pagès,16.333333333333332
Château Turcaud,21.714285714285715
Château Val Joanis,23.5
Château Val d'Arenc,27.0
Château Valade,30.666666666666668
Château Valandraud,34.0
Château Valcolombe,19.0
Château Valentin,25.0
Château Vannières,27.0
Château Vartely,18.571428571428573
Château Venus,20.0
Château Vermont,12.0
Château Veronique,26.0
Château Vessière,18.5
Château Victoria,20.5
Château Vieil Orme,14.0
Château Vieille Dynastie,30.0
Château Viella,22.0
Château Vieux Cardinal Lafaurie,32.0
Château Vieux Ferrand,35.0
Château Vieux Ligat,23.0
Château Vieux Manoir,9.0
Château Vieux Moulin,25.0
Château Vieux Porier,14.0
Château Vieux Robin,35.0
Château Vignelaure,27.142857142857142
Château Vignol,16.0
Château Villa Bel Air,41.5
Château Villemaurine,40.0
Château Vincens,32.666666666666664
Château Viranel,13.0
Château Virant,9.0
Château Vircoulon,15.333333333333334
Château Vitallis,27.0
Château Vrai Caillou,14.88888888888889
Château Vray Croix de Gay,58.57142857142857
Château d'Agassac,29.4
Château d'Aiguilhe,30.0
Château d'Alix,25.0
Château d'Angludet,43.0
Château d'Anglès,20.0
Château d'Antugnac,34.5
Château d'Aqueria,26.333333333333332
Château d'Arce,20.5
Château d'Arche,34.666666666666664
Château d'Arcins,25.8
Château d'Arcole,30.0
Château d'Argadens,20.0
Château d'Armailhac,46.0
Château d'Arsac,31.0
Château d'Arveyres,14.0
Château d'Arvigny,16.0
Château d'Astros,16.0
Château d'Auvernier,28.0
Château d'Aydie,28.903225806451612
Château d'Azur,24.0
Château d'Esclans,27.6875
Château d'Escurac,23.5
Château d'Estoublon,39.0
Château d'Eyran,60.0
Château d'Hanteillan,21.666666666666668
Château d'Haurets,13.2
Château d'Ollières,26.916666666666668
Château d'Or et de Gueules,28.153846153846153
Château d'Orschwihr,31.333333333333332
Château d'Ourbenac,25.0
Château d'Uza,25.0
Château de Basty,17.0
Château de Beaucastel,43.0
Château de Beaupré,19.0
Château de Beauregard,25.166666666666668
Château de Beauregard-Ducourt,11.5
Château de Bel,18.8
Château de Bel-Air,44.0
Château de Belcier,20.625
Château de Bellevue,29.0
Château de Bergun,13.0
Château de Berne,22.357142857142858
Château de Birot,21.666666666666668
Château de Blaignac,12.0
Château de Bligny,85.14285714285714
Château de Bonhoste,16.833333333333332
Château de Bordes-Quancard,18.6
Château de Brague,19.0
Château de Braude,28.333333333333332
Château de Brigue,17.72222222222222
Château de Brondeau,17.0
Château de Brousse,34.0
Château de Brézé,23.333333333333332
Château de Calavon,31.666666666666668
Château de Callac,21.5
Château de Camarsac,14.0
Château de Camensac,36.0
Château de Campuget,19.625
Château de Candale,53.666666666666664
Château de Carolle,18.0
Château de Cayx,43.0
Château de Chaintres,31.5
Château de Chambert,27.727272727272727
Château de Chambrun,30.0
Château de Chamirey,54.333333333333336
Château de Chantegrive,33.0
Château de Chassagne-Montrachet,37.0
Château de Chatelard,22.5
Château de Chénas,22.666666666666668
Château de Corbiac,35.666666666666664
Château de Corcelles,21.0
Château de Cordes,23.0
Château de Corneilla,26.0
Château de Cornemps,16.444444444444443
Château de Costis,14.333333333333334
Château de Crain,15.0
Château de Cranne,19.0
Château de Cruzeau,29.0
Château de Crézancy,26.0
Château de Cénac,34.4
Château de Cérons,33.5
Château de Côme,31.333333333333332
Château de Farel,15.0
Château de Ferrand,40.0
Château de Fesles,20.142857142857142
Château de Fieuzal,42.666666666666664
Château de Fleurie,28.5
Château de Fonbel,23.5
Château de Fontenille,17.90909090909091
Château de Fountgraves,23.0
Château de France,83.0
Château de Francs,29.0
Château de Fuissé,50.86206896551724
Château de Garcinières,21.0
Château de Garros,17.333333333333332
Château de Gaudou,29.083333333333332
Château de Gayon,42.0
Château de Genibon,18.0
Château de Gironville,20.0
Château de Goëlane,22.666666666666668
Château de Hauterive,25.5
Château de Janicon,27.0
Château de Jau,22.75
Château de Javernand,21.5
Château de Jonquieres,16.0
Château de Juliénas,25.0
Château de Jurque,24.571428571428573
Château de Lacarelle,19.0
Château de Lagarde,16.0
Château de Lagorce,12.0
Château de Lamarque,29.0
Château de Lancyre,26.428571428571427
Château de Landure,23.5
Château de Landué,17.0
Château de Lardiley,15.666666666666666
Château de Lavagnac,23.0
Château de Lavernette,28.38095238095238
Château de Laville,20.5
Château de Lescours,37.8
Château de Lestiac,25.666666666666668
Château de Lionne,20.0
Château de Lisennes,16.8
Château de Lugagnac,22.0
Château de Lussac,17.0
Château de Léoube,34.0
Château de Macard,25.5
Château de Malengin,32.0
Château de Maligny,39.2
Château de Malleret,30.0
Château de Marsan,16.555555555555557
Château de Minière,32.0
Château de Mirande,19.0
Château de Monbadon,22.0
Château de Monrecueil,11.0
Château de Montfort,18.0
Château de Montguéret,21.75
Château de Nages,20.3
Château de Nardon,25.0
Château de Paillet-Quancard,21.0
Château de Palayson,43.0
Château de Pampelonne,28.666666666666668
Château de Panigon,35.0
Château de Parenchère,17.058823529411764
Château de Parnay,32.0
Château de Pennautier,13.5
Château de Perligues,16.0
Château de Pez,45.0
Château de Pierreux,27.5
Château de Piote,20.0
Château de Pizay,17.88095238095238
Château de Portets,29.0
Château de Potiron,19.0
Château de Pourcieux,20.6
Château de Pressac,29.0
Château de Raousset,25.0
Château de Rayne Vigneau,35.333333333333336
Château de Reynaud,39.0
Château de Rhodes,26.25
Château de Ribebon,31.0
Château de Riberon,23.0
Château de Ricaud,23.0
Château de Rochemorin,26.333333333333332
Château de Roquebrune,33.6
Château de Roquefort,26.5
Château de Rouquette,17.0
Château de Rousse,37.0
Château de Sadran,21.0
Château de Saint Martin,16.0
Château de Saint-Martin,21.2
Château de Sancerre,29.0
Château de Santenay,37.145833333333336
Château de Seguin,15.125
Château de Sours,17.25
Château de Ségriès,26.5
Château de Sérame,31.0
Château de Tabuteau,22.5
Château de Targé,41.0
Château de Terrefort Bibonne,19.0
Château de Terrefort-Quancard,23.75
Château de Thauvenay,15.0
Château de Tigné,27.666666666666668
Château de Tiregand,44.0
Château de Tourteyron,19.0
Château de Tracy,31.0
Château de Trinquevedel,19.0
Château de Trousse,18.0
Château de Valcombe,20.0
Château de Vauclaire,10.0
Château de Vaucouleurs,17.0
Château de Villambis,21.0
Château de Virecourt,17.75
Château de l'Annonciation,50.25
Château de l'Aubrade,15.166666666666666
Château de l'Enclos,14.0
Château de l'Escarelle,22.75
Château de l'Hyvernière,22.0
Château de la Bouyère,15.75
Château de la Brède,46.5
Château de la Chaize,21.0
Château de la Cour,47.5
Château de la Cour d'Argent,22.5
Château de la Croix,36.5
Château de la Font du Loup,59.0
Château de la Galinière,19.0
Château de la Grave,34.0
Château de la Grenière,42.0
Château de la Jaubertie,25.5
Château de la Liquiere,34.5
Château de la Ragotiere,25.9
Château de la Rivière,16.333333333333332
Château de la Roulerie,16.8
Château de la Terrière,26.857142857142858
Château de la Tuilerie,22.0
Château de la Vieille Tour,14.416666666666666
Château des Annereaux,32.6
Château des Annibals,23.0
Château des Antonins,14.4
Château des Arnauds,20.285714285714285
Château des Arras,15.5
Château des Augustins,21.0
Château des Bachelards,38.0
Château des Bardes,26.0
Château des Bertrands,16.666666666666668
Château des Bormettes,20.75
Château des Cabans,21.0
Château des Charmes,25.0
Château des Combes,18.0
Château des Demoiselles,21.636363636363637
Château des Fougères,30.0
Château des Gimarets,33.0
Château des Jacques,28.142857142857142
Château des Judes,14.5
Château des Karantes,33.8
Château des Landes,29.375
Château des Lattes,23.5
Château des Laudes,27.0
Château des Loges,17.0
Château des Matards,25.0
Château des Mille Anges,24.0
Château des Moines Menodin,13.0
Château des Perligues,16.0
Château des Pertonnières,18.0
Château des Rontets,35.333333333333336
Château des Sarrins,25.666666666666668
Château des Séraphin,19.0
Château des Tours,16.5
Château des Tourtes,15.916666666666666
Château du Barrailh,22.0
Château du Barry,18.0
Château du Bernat,18.0
Château du Bois Chantant,18.666666666666668
Château du Bousquet,16.0
Château du Breuil,27.0
Château du Caillau,19.4
Château du Carrubier,18.5
Château du Cartillon,24.6
Château du Cayrou,25.0
Château du Châtelard,24.5
Château du Claouset,12.5
Château du Coing de Saint-Fiacre,28.0
Château du Coudray Montpensier,23.333333333333332
Château du Coudray Montpensier ,28.0
Château du Courlat,42.0
Château du Cros,20.5
Château du Cèdre,25.580645161290324
Château du Domaine de l'Eglise,55.5
Château du Donjon,21.6
Château du Galoupet,24.25
Château du Glana,53.5
Château du Grand Bos,61.5
Château du Grand Pierre,17.333333333333332
Château du Juge,21.5
Château du Lort,14.0
Château du Luc,16.0
Château du Moulin,16.0
Château du Moulin Rouge,17.2
Château du Moulin-à-Vent,31.5
Château du Parc,28.0
Château du Perier,21.0
Château du Petit Thouars,30.0
Château du Pin Franc,20.0
Château du Pitray,22.0
Château du Port,26.636363636363637
Château du Prieur,19.0
Château du Prieuré des Mourgues,27.0
Château du Puget,19.0
Château du Retout,18.333333333333332
Château du Roc,28.8
Château du Rouët,13.6
Château du Seguinier,17.0
Château du Seuil,29.333333333333332
Château du Taillan,24.5
Château du Tasta,38.0
Château du Tertre,50.0
Château du Trignon,26.166666666666668
Château du Vallier,26.75
Château du Vieux Puit,20.0
Château du Vieux-Guinot,64.0
Château l' Oiseau,16.0
Château l'Afrique,21.666666666666668
Château l'Argenteyre,25.5
Château l'Avocat,27.333333333333332
Château l'Eglise Saget,13.0
Château l'Enclos,64.33333333333333
Château l'Escadre,17.0
Château l'Escart,18.333333333333332
Château l'Espérance,28.666666666666668
Château l'Oasis,11.0
Château l'Orangerie,13.333333333333334
Château la Baronnerie,27.333333333333332
Château la Barotte,13.5
Château la Bassonnerie,51.0
Château la Bastidette,24.0
Château la Bessane,44.0
Château la Brande,22.666666666666668
Château la Bretonnière,19.666666666666668
Château la Calisse,23.0
Château la Calvaire,21.0
Château la Caminade,32.666666666666664
Château la Canorgue,22.0
Château la Chapelle Despagnet,26.0
Château la Chapelle Maillard,23.0
Château la Chapelle aux Moines,29.333333333333332
Château la Clide,65.0
Château la Colombière,20.25
Château la Coustarelle,47.0
Château la Croix Blanche,13.5
Château la Croix Margautot,24.0
Château la Croix Melin,30.0
Château la Croix Romane,31.0
Château la Croix Saint-Pierre,21.0
Château la Croix St-Pierre,21.0
Château la Croix de Gay,48.0
Château la Croix de Roche,17.25
Château la Croix du Casse,34.0
Château la Croizille,65.0
Château la Doyenne,34.0
Château la Favière,20.6
Château la Fleur,16.666666666666668
Château la Fleur Bellevue,14.0
Château la Fleur Peyrabon,25.0
Château la Fleur Poitou,29.0
Château la Fleur-Pétrus,87.0
Château la Fortune,43.0
Château la France,16.285714285714285
Château la Freynelle,16.3
Château la Gaffelière,51.888888888888886
Château la Garde,36.333333333333336
Château la Garricq,26.0
Château la Genestière,25.5
Château la Gordonne,24.0
Château la Gorre,22.0
Château la Grande Barthe,56.0
Château la Grave,18.0
Château la Gravette Lacombe,15.0
Château la Gravière Grand Poujeaux,59.0
Château la Grolet,19.0
Château la Grâce Dieu,35.0
Château la Guillaumette,13.0
Château la Hargue,12.0
Château la Haye,20.333333333333332
Château la Jorine,25.333333333333332
Château la Lauzette,21.0
Château la Levrette,39.0
Château la Louvière,43.5
Château la Maroutine,18.0
Château la Marzelle,45.0
Château la Mascaronne,26.875
Château la Mothe du Barry,14.0
Château la Moulinière,16.0
Château la Patache,40.333333333333336
Château la Petite Roque,18.666666666666668
Château la Rayre,29.0
Château la Reyne,29.5
Château la Roche Bazin,24.0
Château la Roque de By,23.0
Château la Rose Belair,18.0
Château la Rose Bellevue,25.0
Château la Rose de Vitrac,12.0
Château la Rose du Pin,15.0
Château la Roseraie,15.0
Château la Révérence,36.0
Château la Tonnelle,26.75
Château la Tour Blanche,33.5
Château la Tour Chapoux,14.0
Château la Tour de Bessan,49.0
Château la Tour de By,32.333333333333336
Château la Tour de Mons,27.5
Château la Tour de l'Evêque,17.5
Château la Tourbeille,18.0
Château la Valade,17.0
Château la Valière,21.0
Château la Varière,36.25
Château la Verrière,17.1
Château la Vieille Cure,26.0
Château la Vivonne,18.5
Château la Voie,15.0
Château le Bonnat,26.0
Château le Breton,17.5
Château le Calvaire,22.0
Château le Castellot,59.0
