winery,mean_winery
Podere San Cristoforo,27.1
Podere San Giacomo,44.5
Podere Sapaio,53.4
Podere Scopetone,51.0
Podere ai Valloni,42.5
Podere dal Nespoli,20.0
Podere dei Brichhi Astigiani,19.0
Podere il Pozzo,25.0
Podere la Marronaia,28.0
Poderi Aldo Conterno,88.2
Poderi Angelini,23.0
Poderi Arancio,26.0
Poderi Arcangelo,17.0
Poderi Colla,51.733333333333334
Poderi Elia,50.333333333333336
Poderi Foglia,20.0
Poderi Luigi Einaudi,57.38095238095238
Poderi Morini,23.333333333333332
Poderi San Lazzaro,28.0
Poderi dal Nespoli 1929,21.5
Poderi dei Bricchi Astigiani,23.0
Poderi del Paradiso,23.0
Podrumi Belje,18.0
Poeira,38.5
Poema,25.0
Poet's Leap,30.454545454545453
Poggi Wines,44.5
Poggiarellino,41.333333333333336
Poggio Al Mulino,65.0
Poggio Alloro,22.2
Poggio Antico,74.13636363636364
Poggio Argentiera,29.0
Poggio Bonelli,23.0
Poggio Borgoni,35.666666666666664
Poggio Lungo,22.5
Poggio Mandorlo,41.0
Poggio Morino,22.0
Poggio Nardone,41.88235294117647
Poggio Nicchiaia,12.0
Poggio Rubino,53.0
Poggio Salvi,19.333333333333332
Poggio Scalette,44.54545454545455
Poggio Stenti,31.6
Poggio Trevvalle,19.0
Poggio Verrano,41.375
Poggio al Casone,21.8
Poggio al Chiuso,19.333333333333332
Poggio al Tesoro,35.0
Poggio al Tufo,18.5
Poggio al Vento,30.0
Poggio alla Sala,26.0
Poggio alle Querce,26.0
Poggio alle Sughere,14.0
Poggio di Bortolone,33.0
Poggio di Sotto,85.33333333333333
Poggio il Castellare,45.0
Poggiobello,20.11111111111111
Poggiotondo,19.666666666666668
Poggioventoso,26.75
Poiema,22.25
Point & Line,35.0
Point Concepción,29.0
Point Ormond,25.0
Poissinet,76.33333333333333
Pojer & Sandri,35.0
Pol Roger,121.2
Poliziano,35.6875
Polkura,30.166666666666668
Poll-Fabaire,54.0
Pollak,24.11111111111111
Polz,27.0
Pomar Junction,30.818181818181817
Pomelo,16.2
Pommery,85.78571428571429
Pomum,30.571428571428573
Ponchione Maurizio,24.5
Pondera,31.863636363636363
Ponga,18.0
Pont de Chevalier,63.0
Pont du Rhône,13.0
Ponte,33.0
Ponte Vecchio,23.0
Ponte da Boga,25.5
Pontecilla,14.0
Pontin del Roza,27.8
Ponzi,41.89473684210526
Pooles Rock Wines,32.5
Popcorn,19.0
Pope Valley Winery,23.7
Porca de Murça,23.0
Porcupine Ridge,21.0
Porta,17.3125
Portal Del Alto,23.636363636363637
Portal del Montsant,27.333333333333332
Portal del Priorat,22.22222222222222
Portalupi,30.625
Porter Family Vineyards,49.75
Portia,35.2
Portlandia,25.0
Porto Carras,26.0
Porto Reccua Vinhos,30.5
Portola Vineyards,32.5
Ports of New York,70.0
Poseidon,34.333333333333336
Posh,18.5
Post House,27.857142857142858
Posto Bello,22.0
Potek,40.5
Potel-Aviron,18.0
Potomac Point,27.666666666666668
Potter's Vineyard,26.0
Poupille,35.0
Powers,26.428571428571427
Powicana Farm,25.0
Pozo Valley,26.0
Pozzi,19.0
Poças,36.0
Pošip Čara,24.0
Prada A Tope,20.833333333333332
Pradio,25.0
Pradorey,26.285714285714285
Prager,53.294117647058826
Prahova Valley,19.0
Pratello,19.0
Pratesi,33.666666666666664
Prats & Symington LDA,36.42857142857143
Pratsch,23.26829268292683
Praxis,20.333333333333332
PreVail,64.0
Predator,11.75
Preisinger,36.8
Prejean,19.142857142857142
Prelius,22.5
Premius,24.0
Presqu'ile,38.15384615384615
Press Cellars,28.0
Pressed,38.0
Preston,30.333333333333332
Prestwood,73.0
Pretty-Smith,32.0
Previous,23.5
Pricum,62.75
Pride Mountain,51.470588235294116
Prieler,31.8
Priest Ranch,32.4
Prieuré St. Jean de Bébian,56.0
Prieuré de Montézargues,25.0
Prim Family,45.333333333333336
Prima Cuvée,34.0
Prima Materia,30.0
Prima Mazzo,12.0
Primarius,20.0
Prime,57.125
Prime Solum,53.8
Primosic,23.6
Primus,25.0
Prince Michel,20.0
Prince de Tabourg,21.0
Princesa,40.0
Principe Corsini,32.2
Principe Corsini Fattoria Le Corti,47.142857142857146
Principe Pallavicini,21.125
Principe di Corleone,15.75
Principessa Gavia,24.0
Principi di Porcìa,13.5
Principi di Spadafora,34.705882352941174
Principiano,15.0
Principiano Ferdinando,46.714285714285715
Prinsi,33.1875
Prinz,43.166666666666664
Prinz Salm,38.9
Prinz von Hessen,28.0
Prior Art,24.0
Privitera,14.0
Prizm,42.0
Prodigal,38.0
Prodigo,14.0
Producta Vignobles,15.6875
Producteurs Plaimont,24.57777777777778
Produttori Colterenzio,45.5
Produttori Vini Manduria,20.333333333333332
Produttori del Barbaresco,60.56521739130435
Proelio,27.0
Proemio,28.285714285714285
Progettidivini,23.0
Proidl,36.4
Project Paso,18.0
Prominence,25.0
Proper,40.0
Prophecy,18.0
Prophet's Rock,38.333333333333336
Proprietà Sperino,53.5
Prospect 1870,50.0
Prospect 772,36.92307692307692
Prosper,23.0
Prospero,33.0
Protea,19.75
Proteus,31.0
Protopapas,20.75
Protos,34.411764705882355
Proulx,31.441176470588236
Provam,25.666666666666668
Provenance Vineyards,48.25925925925926
Provence Rosé,16.0
Provence Wine Maker,20.5
Provenza,21.0
Proverbial,30.0
Provincial Vineyards,27.0
Provolo,81.0
Proximity,77.0
Proximity Twenty Six,46.0
Pruneto,43.0
Prunotto,62.083333333333336
Prà,27.0
Préselö,18.666666666666668
Príncipe de Viana,19.724137931034484
Psagot,35.5625
Publix,25.75
Puccioni,29.625
Pueblo del Sol,9.333333333333334
Puelles,58.666666666666664
Puertas Novas,28.0
Puget Purveyors,21.0
Pugilist,23.0
Pugliese,13.0
Pugnane,55.0
Puiatti,23.0
Pujanza,48.2
Puklavec & Friends,17.333333333333332
Pulchella,35.53846153846154
Pulden,16.0
Pulenta Estate,26.09090909090909
Pull,22.0
Pullus,19.6
Puma Road,28.5
Pumphouse,12.0
Punch,45.25
Punga Cove,17.0
Punk Dog,27.0
Punset,37.666666666666664
Punt Road,28.0
Punta del Cielo,24.0
Punters Corner,42.0
Puntí Ferrer,34.0
Pura 8,17.0
Puramun,35.6
Purcari,27.176470588235293
Pure,19.0
Pure Cru,37.36363636363637
Pure Provence,13.0
Purely Greece,12.0
Purlieu,40.25
Puro Uno,39.0
Purple Cowboy,12.4
Purple Hands,33.6
Purple Heart Wines,20.0
Purple Star,25.0
Pursued by Bear,52.625
Pursuit,51.0
Push Me to the Floor,20.0
Pushpin,11.0
Putah Creek,29.23076923076923
Puydeval,24.0
Pyramid Valley,56.0
Pyrenees,19.666666666666668
Pátria,10.0
Père Anselme,15.75
Pöckl,30.0
Q,21.0
Q & A,28.0
Q Collection,50.0
Q Sonoma,21.0
Qaramy,41.5
Quackenbush,24.5
Quadra,63.2
Quadrant,20.0
Quadratus,22.666666666666668
Quady,35.470588235294116
Quady North,29.973684210526315
Quai de la Lune,15.5
Quails' Gate,26.428571428571427
Qualia,36.0
Quanta Terra,28.3
Quara,17.818181818181817
Quarles Harris,32.333333333333336
Quarticello,36.0
Quartz Reef,49.5
Quasar,15.666666666666666
Quattro Leoni,21.0
Quattrocchi,14.5
Queensgate,13.0
Querce Bettina,44.0
Querceta,62.0
Querceto,21.333333333333332
Querceto di Castellina,34.666666666666664
Quercia al Poggio,39.8
Querciabella,29.4
Querciavalle,41.0
Quevedo,27.708333333333332
Quickfire,17.25
Quiet Resolve,19.0
Quilceda Creek,89.44444444444444
Quilt,27.0
Quimay,14.0
Quinola,77.0
Quinta Couselo,32.0
Quinta Cruz,28.125
Quinta Dona Matilde,29.166666666666668
Quinta Foz Torto,33.333333333333336
Quinta Monteiro de Matos,8.0
Quinta Nova de Nossa Senhora do Carmo,33.53846153846154
Quinta Seara d'Ordens,39.44444444444444
Quinta Vale Dona Maria,48.61538461538461
Quinta Vale de Fornos,24.0
Quinta Vale do Armo,22.5
Quinta da Alorna,16.891304347826086
Quinta da Aveleda,15.333333333333334
Quinta da Beira,15.0
Quinta da Calçada,21.333333333333332
Quinta da Casaboa,28.5
Quinta da Cortezia,20.333333333333332
Quinta da Devesa,102.0
Quinta da Foz,38.1
Quinta da Gaivosa,46.0
Quinta da Lagoalva de Cima,22.9
Quinta da Lapa,18.580645161290324
Quinta da Lixa,14.181818181818182
Quinta da Maritávora,33.666666666666664
Quinta da Mimosa,32.0
Quinta da Muradella,40.0
Quinta da Nespereira,30.0
Quinta da Pacheca,17.0
Quinta da Padrela,19.333333333333332
Quinta da Prelada,42.0
Quinta da Raza,15.722222222222221
Quinta da Rede,24.1
Quinta da Ribeirinha,14.666666666666666
Quinta da Romaneira,33.44
Quinta da Romeira,20.9
Quinta da Sequeira,23.5
Quinta da Soalheiro,28.0
Quinta das Apegadas,27.0
Quinta das Arcas,11.8
Quinta das Bandeiras,31.0
Quinta das Carvalhas,32.34615384615385
Quinta das Maias,16.0
Quinta das Marias,26.0
Quinta das Tecedeiras,45.0
Quinta de Arcossó,24.0
Quinta de Aves,10.0
Quinta de Baixo,17.0
Quinta de Chocapalha,27.93103448275862
Quinta de Covela,19.666666666666668
Quinta de Foz de Arouce,36.27272727272727
Quinta de Gomariz,17.8
Quinta de Lemos,38.75
Quinta de Pancas,28.0
Quinta de Paços,17.25
Quinta de Porrais,19.583333333333332
Quinta de Roriz,68.0
Quinta de Sant'Ana,28.857142857142858
Quinta de Santa Eufemia,44.0
Quinta de Santa Maria,17.0
Quinta de Santiago,20.25
Quinta de Serrade,27.0
Quinta de Soalheiro,27.076923076923077
Quinta de São José,35.666666666666664
Quinta de São Sebastião,20.2
Quinta de Vale Veados,28.0
Quinta de Ventozelo,24.823529411764707
Quinta de la Rosa,37.696969696969695
Quinta do Ameal,28.0
Quinta do Arrobe,22.0
Quinta do Carmo,37.0
Quinta do Carneiro,18.0
Quinta do Casal Branco,19.0
Quinta do Casal Monteiro,15.925925925925926
Quinta do Castelinho,21.0
Quinta do Cavalinho,20.19047619047619
Quinta do Conde,13.0
Quinta do Covão,38.0
Quinta do Crasto,32.10526315789474
Quinta do Cruzeiro,17.0
Quinta do Côtto,27.0
Quinta do Filoco,30.0
Quinta do Gradil,20.0
Quinta do Grifo,28.0
Quinta do Infantado,36.5
Quinta do Judeu,18.0
Quinta do Monte Xisto,52.0
Quinta do Monte d'Oiro,34.36363636363637
Quinta do Mouro,40.0
Quinta do Noval,47.8421052631579
Quinta do Passadouro,33.44444444444444
Quinta do Pego,66.0
Quinta do Perdigão,37.666666666666664
Quinta do Pessegueiro,28.666666666666668
Quinta do Pinto,27.529411764705884
Quinta do Portal,32.627906976744185
Quinta do Pôpa,28.272727272727273
Quinta do Quetzal,33.42857142857143
Quinta do Romeu,19.0
Quinta do Sagrado,38.07692307692308
Quinta do Sobral,21.5
Quinta do Vale Bragão,32.0
Quinta do Vale Meão,47.5
Quinta do Vallado,40.75757575757576
Quinta do Vesuvio,55.7
Quinta dos Aciprestes,36.666666666666664
Quinta dos Avidagos,19.142857142857142
Quinta dos Murças,29.666666666666668
Quinta dos Poços,18.666666666666668
Quinta dos Roques,31.0
Quintana de Cue,41.0
Quintarelli,98.0
Quintas de Melgaço,19.26923076923077
Quintay,18.70967741935484
Quintessa,35.0
Quintet,37.0
Quivet Cellars,57.5
Quivira,31.620689655172413
Quiévremont,22.666666666666668
Quo,23.0
Qupé,34.38709677419355
R & B Cellars,26.8
R Wines,28.285714285714285
R&A; Pfaffl,26.75862068965517
R+,20.25
R. Stuart & Co.,25.333333333333332
R. de Ayala Lete E Hijos,32.0
R.H. Phillips,24.0
R.L. Buller & Son,82.33333333333333
R.O.Q. Corp,22.0
R2,28.65
R35,17.333333333333332
R8,14.5
RMH,41.5
RN Estate,47.8
RR,16.0
Ra Nui,30.0
Raats Family,25.416666666666668
Rabbit Ranch,28.0
Rabble,18.833333333333332
Rabl,34.333333333333336
Raccaro,31.333333333333332
Racchus,23.0
Racemi,19.0
Rack & Riddle,42.285714285714285
Raconteur,22.0
Radar,15.0
Radford Dale,32.111111111111114
Radikon,40.0
Radio Boca,14.0
Radius,13.75
Radog,32.333333333333336
Raeburn,18.666666666666668
Rafael Cambra,29.0
Raffaldini,22.1
Raffy,28.333333333333332
Rahn,28.0
Rai,5.0
Rail2Rail,18.0
Raimat,12.875
Rain Dance,22.0
Rainer Sauer,25.0
Rainer Wess,33.666666666666664
Raineri Gianmatteo,34.0
Rainoldi,40.666666666666664
Rainstorm,19.272727272727273
Raised By Wolves,25.0
Raiza,18.666666666666668
Rally Point Wines,29.333333333333332
Ram,17.333333333333332
Ram's Gate,49.758620689655174
Ram's Leap,20.0
Ramey,48.964285714285715
Ramian,78.66666666666667
Ramirez de la Piscina,31.5
Ramos-Pinto,50.285714285714285
Rampa di Fugnano,23.0
Ramsay,16.0
Ramseyer,46.0
Ramspeck,20.333333333333332
Ramspur,39.0
Ramón Bilbao,21.095238095238095
Ranch 32,19.0
Ranchero Cellars,30.125
Rancho Arroyo Grande,31.5
Rancho Maria,28.333333333333332
Rancho Sisquoc,25.21153846153846
Rancho Zabaco,30.75
Random Wine,26.0
Rangeland,32.5
Ransom,24.0
Rapaura Springs,36.0
Raphael,28.90909090909091
Raphael Dal Bo,28.25
Raphael Sallet,16.0
Rapido Red,17.333333333333332
Raposeira,28.0
Rappahannock Cellars,25.2
Raptor Ridge,32.86842105263158
Rare,17.8
Rarecat,66.0
Rasa,49.75757575757576
Rascal,10.75
Rascioni e Cecconello,24.0
Rasi,38.0
Rattalino,39.888888888888886
Raumland,54.0
Ravenswood,36.125
Raventós I Blanc,32.6
Raventós de Alella,13.2
Ravines,25.583333333333332
Ravoire et Fils,16.851063829787233
Rawson's,21.0
Ray's Station Vineyards,32.5
RayLen,21.0
Raylee,21.5
Raymond,45.388888888888886
Raymond Beck,29.0
Raymond Burr,43.666666666666664
Rayun,8.0
Razor's Edge,21.25
Raúl Pérez,73.0
RdV,70.0
Re Manfredi,39.714285714285715
Real Companhia Velha,26.0
Real Compañia de Vinos,10.75
Real del Pedro,11.0
Reaper,29.142857142857142
Reasons,41.666666666666664
Reata,29.714285714285715
Rebusity,14.333333333333334
Recanati,26.373493975903614
Recchia,38.5
Recoletas,38.0
Recorba,29.5
Record Family Wines,25.0
Rectoral de Amandi,18.0
Rectoral do Mar,20.0
Rectoral do Umia,16.0
Recuerdo,19.75
Red 7,24.0
Red C,25.5
Red Cap,21.0
Red Car,45.904761904761905
Red Earth,17.0
Red Electra,19.5
Red Fox,12.0
Red Guitar,18.333333333333332
Red Knot,18.0
Red Mare,39.0
Red Mud,20.333333333333332
Red Newt Cellars,25.313725490196077
Red Pony Ranch,17.166666666666668
Red Puro,15.0
Red Rock,14.846153846153847
Red Sky,43.333333333333336
Red Stich,46.0
Red Stitch,41.666666666666664
Red Table Cellars,31.5
Red Tail Ridge,25.764705882352942
Red Theory,14.5
Red Thread Wines,38.0
Red Truck,16.333333333333332
Red XS,30.0
Redbank,19.166666666666668
Redbreast,17.0
Redcliffe,16.0
Redd Brand,30.0
Redemption,24.0
Redgate,12.0
Redhawk,26.666666666666668
Redmon,72.0
Redtree,11.363636363636363
Redwood,20.0
Redwood Creek,13.833333333333334
Redwood Empire,16.0
Redwood Ridge Estate,30.0
Refugio Ranch,29.541666666666668
Regale Winery and Vineyards,52.5
Regina Viarum,27.5
Reginato,22.0
Regio Cantina,31.0
Region 1,8.083333333333334
Regusci,49.0
Reichsgraf von Kesselstatt,36.017857142857146
Reid Family Vineyards,42.0
Reif Estate,67.5
Reign,36.0
Reilly's,30.166666666666668
Reina de Castilla,17.8
Reininger,43.93333333333333
Rejadorada,26.0
Releaf,15.0
Relic,55.5
Remelluri,41.75
Remhoogte,39.8
Remo Farina,52.285714285714285
Remy,32.0
Remy-Pannier,18.166666666666668
Remírez de Ganuza,61.8
Renaissance,37.0
Renato Keber,26.0
Renato Ratti,57.13333333333333
Renaudin,33.0
Rendarrio Vineyards,33.44444444444444
Rendition,24.0
Renegade,17.5
Renieri,36.26923076923077
Rentas de Fincas,24.0
Renteria,40.0
Rento,56.0
Renwood,33.64912280701754
Renzo Marinai,63.0
Renzo Seghesio,61.5
René Barbier,14.75
René Geoffroy,84.0
René Muré,38.27272727272727
René Sparr,20.0
Replica,18.75
Repolusk,38.833333333333336
Resalte,37.5
Resilience,23.0
Resonata,13.0
Respite,62.5
Ressia,34.333333333333336
Ressò,12.0
Resta,22.0
Restivo,12.833333333333334
Retorno,13.0
Retour,74.0
Retro,41.666666666666664
Retzlaff,50.0
Reula,16.5
Reuling Vineyard,52.2
Reustle,25.825
Revancha,34.0
Revello Fratelli,45.57142857142857
Revelry,38.357142857142854
Reverdito,34.333333333333336
Reverie,72.3076923076923
Reversanti,32.0
Revival,81.0
Revolution,32.0
Rex Hill,43.42622950819672
Rexach Baqués,46.0
Rexford,32.72727272727273
Reyes,23.6
Reyneke,36.0
Reynolds,25.0
Reynolds Family Winery,75.0
Reynoso,32.0
Reynvaan Family Vineyards,53.473684210526315
Reyter,9.0
Rezonja,33.0
Rhapsody,13.0
Rheingraf,46.666666666666664
Rhiannon,12.666666666666666
Rhous,20.0
Riaza,30.666666666666668
Ribafreixo,18.166666666666668
Ribas del Cúa,39.0
Ribbon Cliff,27.5
Ribbon Ridge,35.5
Ribbonwood,21.0
Ribera de Ulver,16.0
Riboli,55.6
Ribota,13.0
Ricardo Santos,19.625
Ricardus Corculum,39.0
Ricci Curbastro,36.625
Rich & Creamy,13.0
Rich Table,21.0
Richard Böcking,28.1
Richard Hamilton,31.0
Richard Partridge,54.0
Richard Perry,43.0
Richard Rottiers,30.1
Riché,47.0
Rickshaw,18.0
Ricochet,24.0
Ricominciare,26.571428571428573
Ricordi,14.0
Ricossa,22.4
Rideau,35.06666666666667
Ridge,35.96666666666667
Ridgeback,32.0
Ridgeview Estate,40.30769230769231
Ridolfi,43.23076923076923
Riebeek Cellars,16.0
Riecine,30.0
Rieflé,34.92307692307692
Rietvallei Estate Wine,24.857142857142858
Rigal,18.714285714285715
Rigg Estate Vineyards,83.0
Righteous,23.25
Riglos,38.0
Rignana,27.4
Rijckaert,28.166666666666668
Rijk's,39.5
Rimauresq,28.5
Rinaldi,23.0
Rinaldini,33.333333333333336
Rincón de Guadalupe,33.0
Ringbolt,32.333333333333336
Ringer,19.0
Rio Alto,34.0
Rio Madre,15.125
Rio Perdido,13.666666666666666
Rio Seco,11.666666666666666
Rioja Vega,34.4
Riondo,19.666666666666668
Rios de Chile,19.476190476190474
Rios de Tinta,13.0
Riparian,14.0
Ripken,22.333333333333332
Riposte,20.666666666666668
Rippey,24.333333333333332
Rippon,45.0
Risata,21.333333333333332
Riscal,17.5
Ritual,20.647058823529413
Rivani,15.0
Rivata,30.0
Rive Droite Rive Gauche,15.0
River Road,19.466666666666665
River Rock,27.0
River Star,31.6
River's Edge,25.23076923076923
RiverAerie,25.0
Rivera,24.058823529411764
Rivera de Castilla,19.0
Riverbench,35.729729729729726
Riverbend,23.0
Riverhaven,43.0
Riverina Estates,17.0
Rivetti Massimo,37.85
Rivetto,56.09090909090909
Rivino,27.384615384615383
Rivka Simone,30.0
Rizieri,42.0
Rizzi,47.81481481481482
Road i Red,20.0
Roadhouse Winery,40.44
Roagna,81.0
Roanoke Vineyards,30.0
Roar,51.23809523809524
Roark Wine Co.,31.1
Robalino,18.0
Robert Biale,42.325
Robert Craig,66.73333333333333
Robert Foley,33.5
Robert Gilliard,31.0
Robert Giraud,10.0
Robert Goulley,14.0
Robert Goyette,19.5
Robert Hall,25.263157894736842
Robert Hunter,56.0
Robert James Lynch,55.0
Robert James Wines,31.333333333333332
Robert John,61.0
Robert Karcher et Fils,22.9
Robert Karl,38.61538461538461
Robert Klingenfus,27.8
Robert Losey,30.0
Robert Mondavi,32.34
Robert O. Smasne,61.333333333333336
Robert Oatley,24.625
Robert Pecota,67.0
Robert Pepi,19.0
Robert Perroud,24.266666666666666
Robert Ramsay,31.3125
Robert Renzoni,28.05263157894737
Robert Skalli,25.5
Robert Stemmler,52.5
Robert Weil,39.303030303030305
Robert Young,55.22222222222222
Robert et Bernard Plageoles,36.666666666666664
Robert's Rock,16.0
Roberto Cipresso,37.0
Roberto Mascelloni,32.0
Roberts & Rogers,52.75
Robertson Winery,21.807692307692307
Robinson Family Vineyards,61.333333333333336
Roblar,31.625
Robledo,34.333333333333336
Rocca,60.916666666666664
Rocca Bernarda,25.666666666666668
Rocca Felice,30.857142857142858
Rocca Giovanni,42.166666666666664
Rocca del Dragone,19.0
Rocca del Principe,26.5
Rocca delle Macìe,32.38775510204081
Rocca di Castagnoli,33.875
Rocca di Fabbri,21.75
Rocca di Frassinello,34.625
Rocca di Montegrossi,35.5
Rocca di Montemassi,22.571428571428573
Roccafiore,25.2
Rocche Costamagna,59.0
Rocche dei Manzoni,64.0
Roccheviberti,50.333333333333336
Roccolo Grassi,39.666666666666664
Roccolo del Lago,17.0
Roche,28.272727272727273
Roche de Bellene,42.53846153846154
Rochioli,48.903225806451616
Rock & Vine,18.0
Rock Hollow,19.75
Rock Lobster,15.0
Rock Point,22.0
Rock Stream,18.666666666666668
Rock View,19.333333333333332
Rock Wall,27.355555555555554
Rock Wren,27.333333333333332
RockBare,21.0
Rockburn,34.888888888888886
Rockgarden,33.0
Rocking Horse,37.0
Rocking K,41.0
Rockledge Vineyards,73.5
Rockroom Winemaking Cooperative,53.888888888888886
Rocky Gully,29.0
Rocky Hill,37.57142857142857
Rocky Point,40.5
Rocland Estate,26.5
Roco,39.275862068965516
Rodney Strong,38.06382978723404
Rodolfo Cosimi,70.0
Rodrigue Molyneaux,29.666666666666668
Rodriguez Sanzo,12.5
Roederer Estate,58.69230769230769
Roessler,49.611111111111114
Roger Lassarat,39.5
Roger Luquet,14.0
Roger Roessler,34.0
Roger et Didier Raimbault,33.285714285714285
Rogers & Rufus,21.0
Rojo Mojo,6.0
Roku,12.0
Roland Champion,80.0
Roland Tissier et Fils,19.0
Rolland & Galarreta,26.0
Rolling,18.5
Romain Bouchard,33.333333333333336
Romain Reverdy,21.0
Romanelli,36.5
Romantic,11.0
Romariz,58.0
Rombauer,41.142857142857146
Romeo,43.75
Romililly,30.0
Rominger West,27.0
Ron Rubin,30.4
Ronan,15.0
Ronca,22.0
Ronchi di Cialla,70.0
Ronchi di Giancarlo Rocca,36.0
Ronco Blanchis,20.916666666666668
Ronco Calino,55.2
Ronco dei Tassi,20.77777777777778
Ronco del Gelso,30.53846153846154
Ronco delle Betulle,31.0
Roncão,20.0
Roney,38.0
Rontana,20.5
Rooiberg,16.6
Rooster Hill,19.7
Root:1,15.25
Roots,29.166666666666668
Ropiteau,12.0
Roque Colás,34.0
Roquero,22.0
Roquesán,12.0
Roquevale,19.5
Rosa Nautica,20.0
Rosa d'Oro,27.217391304347824
Rosati Family,27.0
Rose & Son,18.333333333333332
Rose & Thistle,23.5
Rose 'N' Blum,17.0
Rosedale Wines,28.0
Rosehall Run,33.0
Rosemont,17.0
Rosemount,21.90909090909091
Rosenblum,37.911764705882355
Rosenhof,30.363636363636363
Rosenthal-Malibu Estate,38.0
Roshambo,44.0
Ross Andrew,33.25
Ross Estate,28.5
Ross-idi,21.75
Rossi Wallace,28.0
Rosé de Guiet,13.0
Rotari,33.0625
Rotation Vineyards,7.0
Roth,27.764705882352942
Rothbury Estate,22.0
Rotta,36.875
Round Hill,11.8
Round Pond,40.68421052631579
RouteStock,22.666666666666668
Roux Père et Fils,45.93333333333333
Rovisco Garcia,23.0
Row Eleven,25.666666666666668
Rowland,64.0
Roxanich,48.0
RoxyAnn,29.294117647058822
Roy J. Maier,61.0
Royal Muscato,17.5
Royal Oaks,34.0
Royal Oporto,44.142857142857146
Royal Tokaji,68.26666666666667
Royal de Jarras,21.0
Royale NV Brut,24.0
Roza Ridge,23.692307692307693
Rozes,28.666666666666668
Rua,52.0
Rubberneck,14.0
Rubicon Estate,74.5
Rubinelli Vajol,43.6
Rubinna,42.0
Rubino Estates Winery,31.2
Rubissow,62.333333333333336
Rubus,19.0
Ruby,26.666666666666668
Ruby Hill Winery,35.77777777777778
Ruby Red,22.0
Ruca Malen,32.2
Rudeles,50.5
Rudera,34.166666666666664
Rudi Pichler,49.0
Rudi Schultz,49.333333333333336
Rudius,44.0
Rudolf Eilenz,30.0
Rudolf Fürst,52.0
Rudolf Müller,21.0
Rued,30.0
Ruffino,41.73913043478261
Ruggeri & C.,35.166666666666664
Ruhlmann,26.529411764705884
Rui Reguinga,35.0
Rui Roboredo Madeira,22.77777777777778
Ruinart,127.0
Rule of Three,44.5
Rulo,39.72727272727273
Rumelia Wine Cellar,20.0
Rumpus,25.333333333333332
Running Brook,17.333333333333332
Rusack,39.21568627450981
Russell Creek,54.0
Russian Hill,47.8
Russian Ridge,22.7
Russian River Vineyards,55.0
Russiz Superiore,31.761904761904763
Russo,50.0
Rust en Vrede,39.142857142857146
RustRidge,43.666666666666664
Rustenberg,39.0
Ruston,58.0
Ruta 22,17.75
Rutherford Grove,41.583333333333336
Rutherford Hill,29.68421052631579
Rutherford Ranch,21.115384615384617
Rutini,18.607142857142858
Rutz,41.714285714285715
Ryan Cochrane,37.25
Ryan Patrick,24.185185185185187
Ryker's Cellars,22.0
Ryzin,16.0
Régis Jouan,16.0
Rémy-Pannier,14.333333333333334
Réserve des Oliviers,51.0
Résonance,42.833333333333336
Réva,54.0
Rôtie Cellars,34.25
S&G; Estate,70.5
S. Anderson,62.0
S. Delafont,24.0
S. Lucia,73.0
S. P. Drummer,55.333333333333336
S.A. Prüm,31.76923076923077
S.C. Pannell,69.0
S.R. Tonella,37.333333333333336
SERVE,13.5
SIP,14.5
SJ Montigny,27.142857142857142
SKN,20.666666666666668
SOLID,30.0
SVI,31.0
Sabartés,33.0
Sabina Vineyards,79.33333333333333
Sabine,22.0
Sables d'Azur,14.0
Sabotage,39.0
Sacha Lichine,13.4
Sacred Hill,28.0
Sada,25.2
Saddle Ranch,24.0
Saddleback,27.90909090909091
Saddleback Cellars,48.0
Sadie Family,47.0
Saffron Fields Vineyard,42.142857142857146
Sage Road,21.0
Sagebrush Annie's,48.0
Sagelands,13.4375
Saget la Perrière,22.291666666666668
Saggi,46.142857142857146
Saini,27.666666666666668
Saint André de Figuière,24.5
Saint Clair,28.585365853658537
Saint Gregory,22.428571428571427
Saint Helena Winery,69.0
Saint K,29.5
Saint Laurent,34.0
Saint M,17.5
Saint-Hilaire,19.0
Saint-Jean des Sources,13.0
Sainte Marie des Crozes,11.0
Saints Hills,43.0
Saintsbury,39.795918367346935
Sakonnet,52.0
Saladini Pilastri,17.25
Salatin,23.5
Salcheto,25.764705882352942
Salcis,42.0
Saldo,30.0
Salem Wine Company,25.0
Salena Estate,17.0
Salentein,24.333333333333332
Salexis,55.0
Salicutti,60.0
Salida,31.5
Salis 1637,48.5
Salitage,30.666666666666668
Sallier de la Tour,15.333333333333334
Salomon Estate,45.0
Salomon-Undhof,34.34
Saltbird,24.0
Salton,31.333333333333332
SalvaTerra,19.0
Salvano,30.0
Salvatore Molettieri,53.75
Salvatore Principe,16.09090909090909
Salvestrin,49.63636363636363
Salviano,18.0
Salwey,36.0
Salzl Seewinkelhof,12.0
Samos,26.5
Samsara,49.81818181818182
Samson,18.75
Samuel Louis Smith,33.666666666666664
Samuel Robert,20.5
Samuel Tinon,28.0
San Antonio,28.76923076923077
San Antonio Abad,12.0
San Benedetto,23.0
San Biagio,47.07692307692308
San Carlo,65.0
San Cassiano,55.0
San Elias,12.714285714285714
San Fabiano,25.0
San Fabiano Calcinaia,28.333333333333332
San Felice,43.142857142857146
San Felipe,11.4
San Fereolo,25.0
San Fernando,24.0
San Filippo,46.333333333333336
San Filippo di Giannelli,74.66666666666667
